,name,raw_org,raw_dest,p,handshake
140,N_25_PL_0.25_R_0.5_V_15,"36, 10, 41, 41, 0, 0, 0, 1, 8, 0, 23, 35, 0, 0, 0, 0, 13, 36, 41, 11, 0, 0, 16, 31, 40","41, 0, 12, 15, 10, 8, 28, 0, 41, 30, 0, 0, 1, 4, 20, 40, 0, 0, 38, 0, 33, 32, 41, 0, 0",1,0
141,N_25_PL_0.25_R_0.5_V_15,"36, 10, 41, 41, 0, 0, 0, 1, 8, 0, 23, 35, 0, 0, 0, 0, 13, 36, 41, 11, 0, 0, 16, 31, 40","41, 0, 12, 15, 10, 8, 28, 0, 41, 30, 0, 0, 1, 4, 20, 40, 0, 0, 38, 0, 33, 32, 41, 0, 0",5,0
142,N_25_PL_0.25_R_0.5_V_15,"36, 10, 41, 41, 0, 0, 0, 1, 8, 0, 23, 35, 0, 0, 0, 0, 13, 36, 41, 11, 0, 0, 16, 31, 40","41, 0, 12, 15, 10, 8, 28, 0, 41, 30, 0, 0, 1, 4, 20, 40, 0, 0, 38, 0, 33, 32, 41, 0, 0",10,0
143,N_25_PL_0.25_R_0.5_V_15,"36, 10, 41, 41, 0, 0, 0, 1, 8, 0, 23, 35, 0, 0, 0, 0, 13, 36, 41, 11, 0, 0, 16, 31, 40","41, 0, 12, 15, 10, 8, 28, 0, 41, 30, 0, 0, 1, 4, 20, 40, 0, 0, 38, 0, 33, 32, 41, 0, 0",20,0
144,N_25_PL_0.25_R_0.5_V_16,"41, 0, 41, 0, 27, 2, 41, 0, 0, 0, 2, 20, 20, 0, 14, 16, 0, 39, 23, 40, 18, 41, 0, 0, 14","29, 7, 18, 16, 0, 0, 28, 10, 16, 13, 0, 41, 0, 5, 0, 0, 35, 0, 0, 0, 41, 40, 15, 34, 0",1,0
145,N_25_PL_0.25_R_0.5_V_16,"41, 0, 41, 0, 27, 2, 41, 0, 0, 0, 2, 20, 20, 0, 14, 16, 0, 39, 23, 40, 18, 41, 0, 0, 14","29, 7, 18, 16, 0, 0, 28, 10, 16, 13, 0, 41, 0, 5, 0, 0, 35, 0, 0, 0, 41, 40, 15, 34, 0",5,0
146,N_25_PL_0.25_R_0.5_V_16,"41, 0, 41, 0, 27, 2, 41, 0, 0, 0, 2, 20, 20, 0, 14, 16, 0, 39, 23, 40, 18, 41, 0, 0, 14","29, 7, 18, 16, 0, 0, 28, 10, 16, 13, 0, 41, 0, 5, 0, 0, 35, 0, 0, 0, 41, 40, 15, 34, 0",10,0
147,N_25_PL_0.25_R_0.5_V_16,"41, 0, 41, 0, 27, 2, 41, 0, 0, 0, 2, 20, 20, 0, 14, 16, 0, 39, 23, 40, 18, 41, 0, 0, 14","29, 7, 18, 16, 0, 0, 28, 10, 16, 13, 0, 41, 0, 5, 0, 0, 35, 0, 0, 0, 41, 40, 15, 34, 0",20,0
148,N_25_PL_0.25_R_0.5_V_17,"29, 0, 41, 0, 1, 32, 0, 41, 0, 0, 0, 27, 0, 19, 26, 14, 32, 16, 0, 0, 11, 8, 41, 41, 30","0, 8, 3, 38, 0, 41, 22, 11, 24, 13, 22, 0, 33, 0, 0, 0, 0, 41, 22, 22, 0, 0, 27, 2, 0",1,0
149,N_25_PL_0.25_R_0.5_V_17,"29, 0, 41, 0, 1, 32, 0, 41, 0, 0, 0, 27, 0, 19, 26, 14, 32, 16, 0, 0, 11, 8, 41, 41, 30","0, 8, 3, 38, 0, 41, 22, 11, 24, 13, 22, 0, 33, 0, 0, 0, 0, 41, 22, 22, 0, 0, 27, 2, 0",5,0
150,N_25_PL_0.25_R_0.5_V_17,"29, 0, 41, 0, 1, 32, 0, 41, 0, 0, 0, 27, 0, 19, 26, 14, 32, 16, 0, 0, 11, 8, 41, 41, 30","0, 8, 3, 38, 0, 41, 22, 11, 24, 13, 22, 0, 33, 0, 0, 0, 0, 41, 22, 22, 0, 0, 27, 2, 0",10,0
151,N_25_PL_0.25_R_0.5_V_17,"29, 0, 41, 0, 1, 32, 0, 41, 0, 0, 0, 27, 0, 19, 26, 14, 32, 16, 0, 0, 11, 8, 41, 41, 30","0, 8, 3, 38, 0, 41, 22, 11, 24, 13, 22, 0, 33, 0, 0, 0, 0, 41, 22, 22, 0, 0, 27, 2, 0",20,0
152,N_25_PL_0.25_R_0.5_V_18,"0, 37, 16, 41, 0, 0, 41, 33, 34, 0, 34, 0, 41, 10, 0, 0, 35, 0, 0, 6, 24, 1, 0, 5, 38","11, 41, 0, 32, 18, 37, 11, 0, 0, 24, 0, 34, 16, 0, 6, 31, 41, 23, 40, 0, 0, 41, 2, 0, 0",1,0
153,N_25_PL_0.25_R_0.5_V_18,"0, 37, 16, 41, 0, 0, 41, 33, 34, 0, 34, 0, 41, 10, 0, 0, 35, 0, 0, 6, 24, 1, 0, 5, 38","11, 41, 0, 32, 18, 37, 11, 0, 0, 24, 0, 34, 16, 0, 6, 31, 41, 23, 40, 0, 0, 41, 2, 0, 0",5,0
154,N_25_PL_0.25_R_0.5_V_18,"0, 37, 16, 41, 0, 0, 41, 33, 34, 0, 34, 0, 41, 10, 0, 0, 35, 0, 0, 6, 24, 1, 0, 5, 38","11, 41, 0, 32, 18, 37, 11, 0, 0, 24, 0, 34, 16, 0, 6, 31, 41, 23, 40, 0, 0, 41, 2, 0, 0",10,0
155,N_25_PL_0.25_R_0.5_V_18,"0, 37, 16, 41, 0, 0, 41, 33, 34, 0, 34, 0, 41, 10, 0, 0, 35, 0, 0, 6, 24, 1, 0, 5, 38","11, 41, 0, 32, 18, 37, 11, 0, 0, 24, 0, 34, 16, 0, 6, 31, 41, 23, 40, 0, 0, 41, 2, 0, 0",20,0
156,N_25_PL_0.25_R_0.5_V_19,"17, 0, 16, 39, 0, 0, 32, 41, 0, 41, 0, 28, 0, 29, 20, 8, 14, 0, 11, 38, 0, 0, 7, 0, 41","0, 13, 0, 0, 21, 24, 41, 28, 4, 4, 25, 0, 21, 0, 0, 41, 41, 27, 0, 0, 40, 24, 0, 18, 24",1,0
157,N_25_PL_0.25_R_0.5_V_19,"17, 0, 16, 39, 0, 0, 32, 41, 0, 41, 0, 28, 0, 29, 20, 8, 14, 0, 11, 38, 0, 0, 7, 0, 41","0, 13, 0, 0, 21, 24, 41, 28, 4, 4, 25, 0, 21, 0, 0, 41, 41, 27, 0, 0, 40, 24, 0, 18, 24",5,0
158,N_25_PL_0.25_R_0.5_V_19,"17, 0, 16, 39, 0, 0, 32, 41, 0, 41, 0, 28, 0, 29, 20, 8, 14, 0, 11, 38, 0, 0, 7, 0, 41","0, 13, 0, 0, 21, 24, 41, 28, 4, 4, 25, 0, 21, 0, 0, 41, 41, 27, 0, 0, 40, 24, 0, 18, 24",10,0
159,N_25_PL_0.25_R_0.5_V_19,"17, 0, 16, 39, 0, 0, 32, 41, 0, 41, 0, 28, 0, 29, 20, 8, 14, 0, 11, 38, 0, 0, 7, 0, 41","0, 13, 0, 0, 21, 24, 41, 28, 4, 4, 25, 0, 21, 0, 0, 41, 41, 27, 0, 0, 40, 24, 0, 18, 24",20,0
160,N_25_PL_0.25_R_0.75_V_15,"0, 25, 19, 0, 0, 24, 4, 20, 11, 37, 41, 15, 30, 7, 0, 41, 7, 0, 11, 35, 26, 34, 20, 18, 11","15, 0, 0, 30, 20, 0, 41, 0, 0, 0, 2, 0, 41, 0, 39, 6, 0, 23, 0, 0, 0, 41, 0, 0, 41",1,0
161,N_25_PL_0.25_R_0.75_V_15,"0, 25, 19, 0, 0, 24, 4, 20, 11, 37, 41, 15, 30, 7, 0, 41, 7, 0, 11, 35, 26, 34, 20, 18, 11","15, 0, 0, 30, 20, 0, 41, 0, 0, 0, 2, 0, 41, 0, 39, 6, 0, 23, 0, 0, 0, 41, 0, 0, 41",5,0
162,N_25_PL_0.25_R_0.75_V_15,"0, 25, 19, 0, 0, 24, 4, 20, 11, 37, 41, 15, 30, 7, 0, 41, 7, 0, 11, 35, 26, 34, 20, 18, 11","15, 0, 0, 30, 20, 0, 41, 0, 0, 0, 2, 0, 41, 0, 39, 6, 0, 23, 0, 0, 0, 41, 0, 0, 41",10,0
163,N_25_PL_0.25_R_0.75_V_15,"0, 25, 19, 0, 0, 24, 4, 20, 11, 37, 41, 15, 30, 7, 0, 41, 7, 0, 11, 35, 26, 34, 20, 18, 11","15, 0, 0, 30, 20, 0, 41, 0, 0, 0, 2, 0, 41, 0, 39, 6, 0, 23, 0, 0, 0, 41, 0, 0, 41",20,0
164,N_25_PL_0.25_R_0.75_V_16,"30, 3, 27, 0, 26, 41, 30, 14, 28, 10, 4, 6, 0, 0, 22, 10, 9, 34, 34, 10, 8, 27, 0, 0, 0","0, 0, 41, 35, 41, 33, 41, 0, 0, 0, 0, 0, 13, 17, 0, 41, 0, 0, 0, 0, 0, 41, 27, 9, 39",1,0
165,N_25_PL_0.25_R_0.75_V_16,"30, 3, 27, 0, 26, 41, 30, 14, 28, 10, 4, 6, 0, 0, 22, 10, 9, 34, 34, 10, 8, 27, 0, 0, 0","0, 0, 41, 35, 41, 33, 41, 0, 0, 0, 0, 0, 13, 17, 0, 41, 0, 0, 0, 0, 0, 41, 27, 9, 39",5,0
166,N_25_PL_0.25_R_0.75_V_16,"30, 3, 27, 0, 26, 41, 30, 14, 28, 10, 4, 6, 0, 0, 22, 10, 9, 34, 34, 10, 8, 27, 0, 0, 0","0, 0, 41, 35, 41, 33, 41, 0, 0, 0, 0, 0, 13, 17, 0, 41, 0, 0, 0, 0, 0, 41, 27, 9, 39",10,0
167,N_25_PL_0.25_R_0.75_V_16,"30, 3, 27, 0, 26, 41, 30, 14, 28, 10, 4, 6, 0, 0, 22, 10, 9, 34, 34, 10, 8, 27, 0, 0, 0","0, 0, 41, 35, 41, 33, 41, 0, 0, 0, 0, 0, 13, 17, 0, 41, 0, 0, 0, 0, 0, 41, 27, 9, 39",20,0
168,N_25_PL_0.25_R_0.75_V_17,"41, 0, 30, 6, 41, 30, 34, 21, 39, 26, 40, 35, 5, 0, 15, 37, 0, 23, 0, 34, 35, 12, 13, 0, 25","35, 36, 0, 41, 22, 0, 41, 0, 41, 0, 0, 0, 0, 10, 0, 0, 5, 0, 35, 0, 0, 0, 0, 1, 41",1,0
169,N_25_PL_0.25_R_0.75_V_17,"41, 0, 30, 6, 41, 30, 34, 21, 39, 26, 40, 35, 5, 0, 15, 37, 0, 23, 0, 34, 35, 12, 13, 0, 25","35, 36, 0, 41, 22, 0, 41, 0, 41, 0, 0, 0, 0, 10, 0, 0, 5, 0, 35, 0, 0, 0, 0, 1, 41",5,0
170,N_25_PL_0.25_R_0.75_V_17,"41, 0, 30, 6, 41, 30, 34, 21, 39, 26, 40, 35, 5, 0, 15, 37, 0, 23, 0, 34, 35, 12, 13, 0, 25","35, 36, 0, 41, 22, 0, 41, 0, 41, 0, 0, 0, 0, 10, 0, 0, 5, 0, 35, 0, 0, 0, 0, 1, 41",10,0
171,N_25_PL_0.25_R_0.75_V_17,"41, 0, 30, 6, 41, 30, 34, 21, 39, 26, 40, 35, 5, 0, 15, 37, 0, 23, 0, 34, 35, 12, 13, 0, 25","35, 36, 0, 41, 22, 0, 41, 0, 41, 0, 0, 0, 0, 10, 0, 0, 5, 0, 35, 0, 0, 0, 0, 1, 41",20,0
172,N_25_PL_0.25_R_0.75_V_18,"0, 0, 24, 29, 14, 34, 17, 33, 23, 4, 0, 25, 41, 0, 33, 14, 36, 8, 24, 31, 41, 0, 35, 17, 22","8, 16, 0, 0, 0, 0, 0, 0, 41, 0, 6, 0, 19, 29, 41, 0, 0, 0, 41, 0, 1, 19, 0, 0, 41",1,0
173,N_25_PL_0.25_R_0.75_V_18,"0, 0, 24, 29, 14, 34, 17, 33, 23, 4, 0, 25, 41, 0, 33, 14, 36, 8, 24, 31, 41, 0, 35, 17, 22","8, 16, 0, 0, 0, 0, 0, 0, 41, 0, 6, 0, 19, 29, 41, 0, 0, 0, 41, 0, 1, 19, 0, 0, 41",5,0
174,N_25_PL_0.25_R_0.75_V_18,"0, 0, 24, 29, 14, 34, 17, 33, 23, 4, 0, 25, 41, 0, 33, 14, 36, 8, 24, 31, 41, 0, 35, 17, 22","8, 16, 0, 0, 0, 0, 0, 0, 41, 0, 6, 0, 19, 29, 41, 0, 0, 0, 41, 0, 1, 19, 0, 0, 41",10,0
175,N_25_PL_0.25_R_0.75_V_18,"0, 0, 24, 29, 14, 34, 17, 33, 23, 4, 0, 25, 41, 0, 33, 14, 36, 8, 24, 31, 41, 0, 35, 17, 22","8, 16, 0, 0, 0, 0, 0, 0, 41, 0, 6, 0, 19, 29, 41, 0, 0, 0, 41, 0, 1, 19, 0, 0, 41",20,0
176,N_25_PL_0.25_R_0.75_V_19,"0, 41, 32, 28, 11, 0, 9, 0, 11, 2, 40, 0, 0, 3, 5, 4, 41, 24, 11, 12, 18, 24, 26, 39, 12","5, 8, 0, 0, 0, 40, 0, 34, 41, 41, 0, 16, 4, 0, 41, 41, 36, 0, 0, 0, 0, 0, 0, 0, 0",1,0
177,N_25_PL_0.25_R_0.75_V_19,"0, 41, 32, 28, 11, 0, 9, 0, 11, 2, 40, 0, 0, 3, 5, 4, 41, 24, 11, 12, 18, 24, 26, 39, 12","5, 8, 0, 0, 0, 40, 0, 34, 41, 41, 0, 16, 4, 0, 41, 41, 36, 0, 0, 0, 0, 0, 0, 0, 0",5,0
178,N_25_PL_0.25_R_0.75_V_19,"0, 41, 32, 28, 11, 0, 9, 0, 11, 2, 40, 0, 0, 3, 5, 4, 41, 24, 11, 12, 18, 24, 26, 39, 12","5, 8, 0, 0, 0, 40, 0, 34, 41, 41, 0, 16, 4, 0, 41, 41, 36, 0, 0, 0, 0, 0, 0, 0, 0",10,0
179,N_25_PL_0.25_R_0.75_V_19,"0, 41, 32, 28, 11, 0, 9, 0, 11, 2, 40, 0, 0, 3, 5, 4, 41, 24, 11, 12, 18, 24, 26, 39, 12","5, 8, 0, 0, 0, 40, 0, 34, 41, 41, 0, 16, 4, 0, 41, 41, 36, 0, 0, 0, 0, 0, 0, 0, 0",20,0
180,N_25_PL_0.5_R_0.25_V_15,"41, 22, 41, 0, 1, 6, 0, 12, 0, 0, 0, 34, 0, 41, 41, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13","8, 41, 9, 11, 41, 41, 40, 41, 11, 20, 36, 0, 13, 40, 33, 6, 34, 8, 27, 25, 16, 30, 14, 14, 41",1,0
181,N_25_PL_0.5_R_0.25_V_15,"41, 22, 41, 0, 1, 6, 0, 12, 0, 0, 0, 34, 0, 41, 41, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13","8, 41, 9, 11, 41, 41, 40, 41, 11, 20, 36, 0, 13, 40, 33, 6, 34, 8, 27, 25, 16, 30, 14, 14, 41",5,0
182,N_25_PL_0.5_R_0.25_V_15,"41, 22, 41, 0, 1, 6, 0, 12, 0, 0, 0, 34, 0, 41, 41, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13","8, 41, 9, 11, 41, 41, 40, 41, 11, 20, 36, 0, 13, 40, 33, 6, 34, 8, 27, 25, 16, 30, 14, 14, 41",10,0
183,N_25_PL_0.5_R_0.25_V_15,"41, 22, 41, 0, 1, 6, 0, 12, 0, 0, 0, 34, 0, 41, 41, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13","8, 41, 9, 11, 41, 41, 40, 41, 11, 20, 36, 0, 13, 40, 33, 6, 34, 8, 27, 25, 16, 30, 14, 14, 41",20,0
184,N_25_PL_0.5_R_0.25_V_16,"24, 9, 1, 41, 41, 0, 0, 0, 41, 41, 41, 40, 0, 0, 41, 0, 41, 0, 0, 18, 8, 41, 41, 0, 0","41, 0, 0, 3, 11, 29, 8, 33, 27, 32, 10, 41, 6, 18, 30, 39, 14, 26, 27, 41, 0, 36, 12, 19, 7",1,0
185,N_25_PL_0.5_R_0.25_V_16,"24, 9, 1, 41, 41, 0, 0, 0, 41, 41, 41, 40, 0, 0, 41, 0, 41, 0, 0, 18, 8, 41, 41, 0, 0","41, 0, 0, 3, 11, 29, 8, 33, 27, 32, 10, 41, 6, 18, 30, 39, 14, 26, 27, 41, 0, 36, 12, 19, 7",5,0
186,N_25_PL_0.5_R_0.25_V_16,"24, 9, 1, 41, 41, 0, 0, 0, 41, 41, 41, 40, 0, 0, 41, 0, 41, 0, 0, 18, 8, 41, 41, 0, 0","41, 0, 0, 3, 11, 29, 8, 33, 27, 32, 10, 41, 6, 18, 30, 39, 14, 26, 27, 41, 0, 36, 12, 19, 7",10,0
187,N_25_PL_0.5_R_0.25_V_16,"24, 9, 1, 41, 41, 0, 0, 0, 41, 41, 41, 40, 0, 0, 41, 0, 41, 0, 0, 18, 8, 41, 41, 0, 0","41, 0, 0, 3, 11, 29, 8, 33, 27, 32, 10, 41, 6, 18, 30, 39, 14, 26, 27, 41, 0, 36, 12, 19, 7",20,0
188,N_25_PL_0.5_R_0.25_V_17,"1, 41, 0, 0, 41, 41, 1, 0, 0, 41, 0, 41, 0, 0, 41, 41, 12, 19, 0, 0, 41, 18, 0, 0, 21","0, 23, 24, 29, 21, 5, 41, 35, 36, 36, 27, 10, 21, 15, 11, 11, 41, 41, 22, 5, 10, 0, 6, 19, 41",1,0
189,N_25_PL_0.5_R_0.25_V_17,"1, 41, 0, 0, 41, 41, 1, 0, 0, 41, 0, 41, 0, 0, 41, 41, 12, 19, 0, 0, 41, 18, 0, 0, 21","0, 23, 24, 29, 21, 5, 41, 35, 36, 36, 27, 10, 21, 15, 11, 11, 41, 41, 22, 5, 10, 0, 6, 19, 41",5,0
190,N_25_PL_0.5_R_0.25_V_17,"1, 41, 0, 0, 41, 41, 1, 0, 0, 41, 0, 41, 0, 0, 41, 41, 12, 19, 0, 0, 41, 18, 0, 0, 21","0, 23, 24, 29, 21, 5, 41, 35, 36, 36, 27, 10, 21, 15, 11, 11, 41, 41, 22, 5, 10, 0, 6, 19, 41",10,0
191,N_25_PL_0.5_R_0.25_V_17,"1, 41, 0, 0, 41, 41, 1, 0, 0, 41, 0, 41, 0, 0, 41, 41, 12, 19, 0, 0, 41, 18, 0, 0, 21","0, 23, 24, 29, 21, 5, 41, 35, 36, 36, 27, 10, 21, 15, 11, 11, 41, 41, 22, 5, 10, 0, 6, 19, 41",20,0
192,N_25_PL_0.5_R_0.25_V_18,"36, 0, 0, 41, 41, 9, 41, 0, 41, 41, 41, 17, 0, 0, 0, 34, 9, 41, 0, 41, 0, 12, 0, 0, 41","41, 12, 8, 12, 31, 41, 15, 13, 6, 27, 13, 0, 13, 17, 38, 0, 41, 38, 38, 18, 7, 0, 9, 11, 24",1,0
193,N_25_PL_0.5_R_0.25_V_18,"36, 0, 0, 41, 41, 9, 41, 0, 41, 41, 41, 17, 0, 0, 0, 34, 9, 41, 0, 41, 0, 12, 0, 0, 41","41, 12, 8, 12, 31, 41, 15, 13, 6, 27, 13, 0, 13, 17, 38, 0, 41, 38, 38, 18, 7, 0, 9, 11, 24",5,0
194,N_25_PL_0.5_R_0.25_V_18,"36, 0, 0, 41, 41, 9, 41, 0, 41, 41, 41, 17, 0, 0, 0, 34, 9, 41, 0, 41, 0, 12, 0, 0, 41","41, 12, 8, 12, 31, 41, 15, 13, 6, 27, 13, 0, 13, 17, 38, 0, 41, 38, 38, 18, 7, 0, 9, 11, 24",10,0
195,N_25_PL_0.5_R_0.25_V_18,"36, 0, 0, 41, 41, 9, 41, 0, 41, 41, 41, 17, 0, 0, 0, 34, 9, 41, 0, 41, 0, 12, 0, 0, 41","41, 12, 8, 12, 31, 41, 15, 13, 6, 27, 13, 0, 13, 17, 38, 0, 41, 38, 38, 18, 7, 0, 9, 11, 24",20,0
196,N_25_PL_0.5_R_0.25_V_19,"41, 41, 41, 0, 5, 0, 0, 41, 41, 41, 0, 18, 0, 41, 0, 41, 16, 41, 0, 0, 0, 0, 3, 30, 1","9, 18, 28, 1, 41, 28, 23, 36, 10, 21, 24, 0, 30, 8, 11, 2, 41, 15, 37, 34, 20, 15, 0, 0, 41",1,0
197,N_25_PL_0.5_R_0.25_V_19,"41, 41, 41, 0, 5, 0, 0, 41, 41, 41, 0, 18, 0, 41, 0, 41, 16, 41, 0, 0, 0, 0, 3, 30, 1","9, 18, 28, 1, 41, 28, 23, 36, 10, 21, 24, 0, 30, 8, 11, 2, 41, 15, 37, 34, 20, 15, 0, 0, 41",5,0
198,N_25_PL_0.5_R_0.25_V_19,"41, 41, 41, 0, 5, 0, 0, 41, 41, 41, 0, 18, 0, 41, 0, 41, 16, 41, 0, 0, 0, 0, 3, 30, 1","9, 18, 28, 1, 41, 28, 23, 36, 10, 21, 24, 0, 30, 8, 11, 2, 41, 15, 37, 34, 20, 15, 0, 0, 41",10,0
199,N_25_PL_0.5_R_0.25_V_19,"41, 41, 41, 0, 5, 0, 0, 41, 41, 41, 0, 18, 0, 41, 0, 41, 16, 41, 0, 0, 0, 0, 3, 30, 1","9, 18, 28, 1, 41, 28, 23, 36, 10, 21, 24, 0, 30, 8, 11, 2, 41, 15, 37, 34, 20, 15, 0, 0, 41",20,0
200,N_25_PL_0.5_R_0.5_V_15,"41, 0, 5, 20, 10, 19, 34, 0, 9, 41, 0, 0, 9, 0, 1, 41, 1, 41, 0, 20, 18, 41, 23, 41, 41","9, 40, 0, 0, 41, 41, 0, 20, 41, 22, 12, 3, 41, 15, 0, 34, 0, 2, 1, 41, 0, 19, 0, 35, 11",1,0
201,N_25_PL_0.5_R_0.5_V_15,"41, 0, 5, 20, 10, 19, 34, 0, 9, 41, 0, 0, 9, 0, 1, 41, 1, 41, 0, 20, 18, 41, 23, 41, 41","9, 40, 0, 0, 41, 41, 0, 20, 41, 22, 12, 3, 41, 15, 0, 34, 0, 2, 1, 41, 0, 19, 0, 35, 11",5,0
202,N_25_PL_0.5_R_0.5_V_15,"41, 0, 5, 20, 10, 19, 34, 0, 9, 41, 0, 0, 9, 0, 1, 41, 1, 41, 0, 20, 18, 41, 23, 41, 41","9, 40, 0, 0, 41, 41, 0, 20, 41, 22, 12, 3, 41, 15, 0, 34, 0, 2, 1, 41, 0, 19, 0, 35, 11",10,0
203,N_25_PL_0.5_R_0.5_V_15,"41, 0, 5, 20, 10, 19, 34, 0, 9, 41, 0, 0, 9, 0, 1, 41, 1, 41, 0, 20, 18, 41, 23, 41, 41","9, 40, 0, 0, 41, 41, 0, 20, 41, 22, 12, 3, 41, 15, 0, 34, 0, 2, 1, 41, 0, 19, 0, 35, 11",20,0
204,N_25_PL_0.5_R_0.5_V_16,"39, 0, 0, 0, 16, 0, 0, 41, 19, 16, 14, 0, 14, 0, 0, 24, 17, 35, 7, 0, 32, 19, 0, 0, 41","41, 4, 38, 16, 0, 8, 2, 13, 0, 41, 41, 10, 41, 33, 21, 41, 41, 41, 41, 24, 41, 41, 23, 37, 29",1,0
205,N_25_PL_0.5_R_0.5_V_16,"39, 0, 0, 0, 16, 0, 0, 41, 19, 16, 14, 0, 14, 0, 0, 24, 17, 35, 7, 0, 32, 19, 0, 0, 41","41, 4, 38, 16, 0, 8, 2, 13, 0, 41, 41, 10, 41, 33, 21, 41, 41, 41, 41, 24, 41, 41, 23, 37, 29",5,0
206,N_25_PL_0.5_R_0.5_V_16,"39, 0, 0, 0, 16, 0, 0, 41, 19, 16, 14, 0, 14, 0, 0, 24, 17, 35, 7, 0, 32, 19, 0, 0, 41","41, 4, 38, 16, 0, 8, 2, 13, 0, 41, 41, 10, 41, 33, 21, 41, 41, 41, 41, 24, 41, 41, 23, 37, 29",10,0
207,N_25_PL_0.5_R_0.5_V_16,"39, 0, 0, 0, 16, 0, 0, 41, 19, 16, 14, 0, 14, 0, 0, 24, 17, 35, 7, 0, 32, 19, 0, 0, 41","41, 4, 38, 16, 0, 8, 2, 13, 0, 41, 41, 10, 41, 33, 21, 41, 41, 41, 41, 24, 41, 41, 23, 37, 29",20,0
208,N_25_PL_0.5_R_0.5_V_17,"0, 0, 19, 39, 0, 20, 26, 41, 41, 5, 39, 21, 41, 26, 0, 41, 28, 41, 15, 41, 41, 2, 35, 0, 41","6, 32, 0, 0, 4, 41, 0, 32, 34, 0, 0, 0, 28, 41, 16, 25, 0, 1, 0, 35, 30, 41, 41, 10, 10",1,0
209,N_25_PL_0.5_R_0.5_V_17,"0, 0, 19, 39, 0, 20, 26, 41, 41, 5, 39, 21, 41, 26, 0, 41, 28, 41, 15, 41, 41, 2, 35, 0, 41","6, 32, 0, 0, 4, 41, 0, 32, 34, 0, 0, 0, 28, 41, 16, 25, 0, 1, 0, 35, 30, 41, 41, 10, 10",5,0
210,N_25_PL_0.5_R_0.5_V_17,"0, 0, 19, 39, 0, 20, 26, 41, 41, 5, 39, 21, 41, 26, 0, 41, 28, 41, 15, 41, 41, 2, 35, 0, 41","6, 32, 0, 0, 4, 41, 0, 32, 34, 0, 0, 0, 28, 41, 16, 25, 0, 1, 0, 35, 30, 41, 41, 10, 10",10,0
211,N_25_PL_0.5_R_0.5_V_17,"0, 0, 19, 39, 0, 20, 26, 41, 41, 5, 39, 21, 41, 26, 0, 41, 28, 41, 15, 41, 41, 2, 35, 0, 41","6, 32, 0, 0, 4, 41, 0, 32, 34, 0, 0, 0, 28, 41, 16, 25, 0, 1, 0, 35, 30, 41, 41, 10, 10",20,0
212,N_25_PL_0.5_R_0.5_V_18,"4, 9, 6, 0, 41, 0, 41, 41, 8, 17, 0, 22, 6, 41, 0, 37, 0, 0, 2, 41, 41, 25, 38, 41, 13","0, 0, 0, 27, 9, 33, 1, 33, 41, 0, 10, 0, 41, 25, 8, 0, 22, 2, 41, 40, 28, 41, 0, 19, 41",1,0
213,N_25_PL_0.5_R_0.5_V_18,"4, 9, 6, 0, 41, 0, 41, 41, 8, 17, 0, 22, 6, 41, 0, 37, 0, 0, 2, 41, 41, 25, 38, 41, 13","0, 0, 0, 27, 9, 33, 1, 33, 41, 0, 10, 0, 41, 25, 8, 0, 22, 2, 41, 40, 28, 41, 0, 19, 41",5,0
214,N_25_PL_0.5_R_0.5_V_18,"4, 9, 6, 0, 41, 0, 41, 41, 8, 17, 0, 22, 6, 41, 0, 37, 0, 0, 2, 41, 41, 25, 38, 41, 13","0, 0, 0, 27, 9, 33, 1, 33, 41, 0, 10, 0, 41, 25, 8, 0, 22, 2, 41, 40, 28, 41, 0, 19, 41",10,0
215,N_25_PL_0.5_R_0.5_V_18,"4, 9, 6, 0, 41, 0, 41, 41, 8, 17, 0, 22, 6, 41, 0, 37, 0, 0, 2, 41, 41, 25, 38, 41, 13","0, 0, 0, 27, 9, 33, 1, 33, 41, 0, 10, 0, 41, 25, 8, 0, 22, 2, 41, 40, 28, 41, 0, 19, 41",20,0
216,N_25_PL_0.5_R_0.5_V_19,"0, 0, 13, 6, 12, 41, 5, 35, 0, 0, 0, 30, 0, 0, 0, 6, 0, 18, 6, 41, 18, 39, 11, 41, 0","29, 40, 41, 41, 41, 22, 0, 41, 6, 34, 2, 0, 11, 6, 29, 41, 8, 41, 41, 15, 41, 0, 41, 9, 34",1,0
217,N_25_PL_0.5_R_0.5_V_19,"0, 0, 13, 6, 12, 41, 5, 35, 0, 0, 0, 30, 0, 0, 0, 6, 0, 18, 6, 41, 18, 39, 11, 41, 0","29, 40, 41, 41, 41, 22, 0, 41, 6, 34, 2, 0, 11, 6, 29, 41, 8, 41, 41, 15, 41, 0, 41, 9, 34",5,0
218,N_25_PL_0.5_R_0.5_V_19,"0, 0, 13, 6, 12, 41, 5, 35, 0, 0, 0, 30, 0, 0, 0, 6, 0, 18, 6, 41, 18, 39, 11, 41, 0","29, 40, 41, 41, 41, 22, 0, 41, 6, 34, 2, 0, 11, 6, 29, 41, 8, 41, 41, 15, 41, 0, 41, 9, 34",10,0
