Unnamed: 0,name,raw_org,raw_dest,p,handshake
35,N_25_PL_0.25_R_0.5_V_0,"0, 0, 16, 0, 18, 39, 6, 28, 32, 41, 0, 1, 0, 0, 41, 0, 13, 34, 0, 15, 0, 14, 13, 0, 0","15, 39, 41, 9, 0, 41, 0, 0, 0, 36, 34, 0, 23, 6, 35, 30, 0, 41, 26, 0, 29, 41, 0, 9, 37",1,17
35,N_25_PL_0.25_R_0.5_V_0,"0, 0, 16, 0, 18, 39, 6, 28, 32, 41, 0, 1, 0, 0, 41, 0, 13, 34, 0, 15, 0, 14, 13, 0, 0","15, 39, 41, 9, 0, 41, 0, 0, 0, 36, 34, 0, 23, 6, 35, 30, 0, 41, 26, 0, 29, 41, 0, 9, 37",5,16
35,N_25_PL_0.25_R_0.5_V_0,"0, 0, 16, 0, 18, 39, 6, 28, 32, 41, 0, 1, 0, 0, 41, 0, 13, 34, 0, 15, 0, 14, 13, 0, 0","15, 39, 41, 9, 0, 41, 0, 0, 0, 36, 34, 0, 23, 6, 35, 30, 0, 41, 26, 0, 29, 41, 0, 9, 37",10,15
35,N_25_PL_0.25_R_0.5_V_0,"0, 0, 16, 0, 18, 39, 6, 28, 32, 41, 0, 1, 0, 0, 41, 0, 13, 34, 0, 15, 0, 14, 13, 0, 0","15, 39, 41, 9, 0, 41, 0, 0, 0, 36, 34, 0, 23, 6, 35, 30, 0, 41, 26, 0, 29, 41, 0, 9, 37",20,15
36,N_25_PL_0.25_R_0.5_V_1,"0, 7, 41, 32, 0, 10, 41, 0, 0, 41, 17, 0, 0, 18, 26, 9, 40, 0, 0, 0, 24, 24, 12, 41, 9","13, 0, 14, 41, 39, 0, 32, 31, 11, 11, 0, 36, 29, 0, 41, 0, 0, 11, 15, 7, 0, 0, 0, 18, 0",1,15
36,N_25_PL_0.25_R_0.5_V_1,"0, 7, 41, 32, 0, 10, 41, 0, 0, 41, 17, 0, 0, 18, 26, 9, 40, 0, 0, 0, 24, 24, 12, 41, 9","13, 0, 14, 41, 39, 0, 32, 31, 11, 11, 0, 36, 29, 0, 41, 0, 0, 11, 15, 7, 0, 0, 0, 18, 0",5,13
36,N_25_PL_0.25_R_0.5_V_1,"0, 7, 41, 32, 0, 10, 41, 0, 0, 41, 17, 0, 0, 18, 26, 9, 40, 0, 0, 0, 24, 24, 12, 41, 9","13, 0, 14, 41, 39, 0, 32, 31, 11, 11, 0, 36, 29, 0, 41, 0, 0, 11, 15, 7, 0, 0, 0, 18, 0",10,13
36,N_25_PL_0.25_R_0.5_V_1,"0, 7, 41, 32, 0, 10, 41, 0, 0, 41, 17, 0, 0, 18, 26, 9, 40, 0, 0, 0, 24, 24, 12, 41, 9","13, 0, 14, 41, 39, 0, 32, 31, 11, 11, 0, 36, 29, 0, 41, 0, 0, 11, 15, 7, 0, 0, 0, 18, 0",20,13
37,N_25_PL_0.25_R_0.5_V_2,"19, 0, 22, 2, 0, 0, 41, 21, 25, 29, 3, 0, 41, 4, 0, 0, 38, 0, 0, 22, 12, 0, 41, 41, 35","0, 18, 0, 0, 16, 15, 13, 41, 0, 0, 0, 19, 35, 0, 15, 2, 0, 2, 30, 0, 41, 20, 16, 26, 0",1,16
37,N_25_PL_0.25_R_0.5_V_2,"19, 0, 22, 2, 0, 0, 41, 21, 25, 29, 3, 0, 41, 4, 0, 0, 38, 0, 0, 22, 12, 0, 41, 41, 35","0, 18, 0, 0, 16, 15, 13, 41, 0, 0, 0, 19, 35, 0, 15, 2, 0, 2, 30, 0, 41, 20, 16, 26, 0",5,16
37,N_25_PL_0.25_R_0.5_V_2,"19, 0, 22, 2, 0, 0, 41, 21, 25, 29, 3, 0, 41, 4, 0, 0, 38, 0, 0, 22, 12, 0, 41, 41, 35","0, 18, 0, 0, 16, 15, 13, 41, 0, 0, 0, 19, 35, 0, 15, 2, 0, 2, 30, 0, 41, 20, 16, 26, 0",10,16
37,N_25_PL_0.25_R_0.5_V_2,"19, 0, 22, 2, 0, 0, 41, 21, 25, 29, 3, 0, 41, 4, 0, 0, 38, 0, 0, 22, 12, 0, 41, 41, 35","0, 18, 0, 0, 16, 15, 13, 41, 0, 0, 0, 19, 35, 0, 15, 2, 0, 2, 30, 0, 41, 20, 16, 26, 0",20,16
38,N_25_PL_0.25_R_0.5_V_3,"0, 33, 20, 0, 30, 38, 0, 41, 15, 12, 0, 41, 0, 0, 13, 0, 2, 35, 0, 0, 16, 0, 1, 41, 35","39, 0, 0, 10, 41, 41, 22, 17, 0, 41, 23, 5, 21, 10, 0, 31, 0, 0, 1, 6, 0, 19, 0, 10, 0",1,16
38,N_25_PL_0.25_R_0.5_V_3,"0, 33, 20, 0, 30, 38, 0, 41, 15, 12, 0, 41, 0, 0, 13, 0, 2, 35, 0, 0, 16, 0, 1, 41, 35","39, 0, 0, 10, 41, 41, 22, 17, 0, 41, 23, 5, 21, 10, 0, 31, 0, 0, 1, 6, 0, 19, 0, 10, 0",5,15
38,N_25_PL_0.25_R_0.5_V_3,"0, 33, 20, 0, 30, 38, 0, 41, 15, 12, 0, 41, 0, 0, 13, 0, 2, 35, 0, 0, 16, 0, 1, 41, 35","39, 0, 0, 10, 41, 41, 22, 17, 0, 41, 23, 5, 21, 10, 0, 31, 0, 0, 1, 6, 0, 19, 0, 10, 0",10,14
38,N_25_PL_0.25_R_0.5_V_3,"0, 33, 20, 0, 30, 38, 0, 41, 15, 12, 0, 41, 0, 0, 13, 0, 2, 35, 0, 0, 16, 0, 1, 41, 35","39, 0, 0, 10, 41, 41, 22, 17, 0, 41, 23, 5, 21, 10, 0, 31, 0, 0, 1, 6, 0, 19, 0, 10, 0",20,10
39,N_25_PL_0.25_R_0.5_V_4,"0, 0, 15, 4, 0, 7, 41, 0, 18, 22, 8, 41, 0, 31, 0, 0, 41, 13, 12, 41, 0, 18, 0, 36, 36","4, 33, 0, 0, 15, 0, 29, 20, 0, 0, 0, 16, 31, 0, 34, 13, 31, 0, 0, 26, 19, 0, 32, 41, 41",1,13
39,N_25_PL_0.25_R_0.5_V_4,"0, 0, 15, 4, 0, 7, 41, 0, 18, 22, 8, 41, 0, 31, 0, 0, 41, 13, 12, 41, 0, 18, 0, 36, 36","4, 33, 0, 0, 15, 0, 29, 20, 0, 0, 0, 16, 31, 0, 34, 13, 31, 0, 0, 26, 19, 0, 32, 41, 41",5,14
39,N_25_PL_0.25_R_0.5_V_4,"0, 0, 15, 4, 0, 7, 41, 0, 18, 22, 8, 41, 0, 31, 0, 0, 41, 13, 12, 41, 0, 18, 0, 36, 36","4, 33, 0, 0, 15, 0, 29, 20, 0, 0, 0, 16, 31, 0, 34, 13, 31, 0, 0, 26, 19, 0, 32, 41, 41",10,14
39,N_25_PL_0.25_R_0.5_V_4,"0, 0, 15, 4, 0, 7, 41, 0, 18, 22, 8, 41, 0, 31, 0, 0, 41, 13, 12, 41, 0, 18, 0, 36, 36","4, 33, 0, 0, 15, 0, 29, 20, 0, 0, 0, 16, 31, 0, 34, 13, 31, 0, 0, 26, 19, 0, 32, 41, 41",20,14
40,N_25_PL_0.25_R_0.75_V_0,"15, 7, 9, 0, 28, 0, 0, 11, 5, 0, 30, 39, 31, 25, 14, 41, 0, 0, 35, 16, 16, 1, 1, 37, 11","0, 0, 41, 33, 0, 20, 33, 41, 0, 15, 0, 0, 41, 41, 0, 40, 6, 2, 0, 0, 0, 0, 0, 41, 0",1,14
40,N_25_PL_0.25_R_0.75_V_0,"15, 7, 9, 0, 28, 0, 0, 11, 5, 0, 30, 39, 31, 25, 14, 41, 0, 0, 35, 16, 16, 1, 1, 37, 11","0, 0, 41, 33, 0, 20, 33, 41, 0, 15, 0, 0, 41, 41, 0, 40, 6, 2, 0, 0, 0, 0, 0, 41, 0",5,12
40,N_25_PL_0.25_R_0.75_V_0,"15, 7, 9, 0, 28, 0, 0, 11, 5, 0, 30, 39, 31, 25, 14, 41, 0, 0, 35, 16, 16, 1, 1, 37, 11","0, 0, 41, 33, 0, 20, 33, 41, 0, 15, 0, 0, 41, 41, 0, 40, 6, 2, 0, 0, 0, 0, 0, 41, 0",10,11
40,N_25_PL_0.25_R_0.75_V_0,"15, 7, 9, 0, 28, 0, 0, 11, 5, 0, 30, 39, 31, 25, 14, 41, 0, 0, 35, 16, 16, 1, 1, 37, 11","0, 0, 41, 33, 0, 20, 33, 41, 0, 15, 0, 0, 41, 41, 0, 40, 6, 2, 0, 0, 0, 0, 0, 41, 0",20,11
41,N_25_PL_0.25_R_0.75_V_1,"0, 16, 0, 20, 5, 15, 34, 4, 12, 30, 0, 38, 16, 21, 0, 25, 0, 39, 0, 0, 15, 40, 30, 11, 34","9, 41, 10, 0, 0, 0, 41, 0, 41, 0, 39, 0, 0, 0, 31, 41, 11, 0, 8, 12, 0, 41, 0, 0, 41",1,14
41,N_25_PL_0.25_R_0.75_V_1,"0, 16, 0, 20, 5, 15, 34, 4, 12, 30, 0, 38, 16, 21, 0, 25, 0, 39, 0, 0, 15, 40, 30, 11, 34","9, 41, 10, 0, 0, 0, 41, 0, 41, 0, 39, 0, 0, 0, 31, 41, 11, 0, 8, 12, 0, 41, 0, 0, 41",5,13
41,N_25_PL_0.25_R_0.75_V_1,"0, 16, 0, 20, 5, 15, 34, 4, 12, 30, 0, 38, 16, 21, 0, 25, 0, 39, 0, 0, 15, 40, 30, 11, 34","9, 41, 10, 0, 0, 0, 41, 0, 41, 0, 39, 0, 0, 0, 31, 41, 11, 0, 8, 12, 0, 41, 0, 0, 41",10,12
41,N_25_PL_0.25_R_0.75_V_1,"0, 16, 0, 20, 5, 15, 34, 4, 12, 30, 0, 38, 16, 21, 0, 25, 0, 39, 0, 0, 15, 40, 30, 11, 34","9, 41, 10, 0, 0, 0, 41, 0, 41, 0, 39, 0, 0, 0, 31, 41, 11, 0, 8, 12, 0, 41, 0, 0, 41",20,12
42,N_25_PL_0.25_R_0.75_V_2,"16, 36, 21, 17, 0, 23, 0, 33, 4, 30, 17, 24, 29, 1, 0, 35, 0, 5, 0, 0, 33, 33, 38, 0, 5","0, 0, 41, 0, 7, 41, 17, 41, 0, 0, 0, 41, 41, 41, 2, 0, 21, 0, 14, 40, 0, 0, 0, 7, 0",1,16
42,N_25_PL_0.25_R_0.75_V_2,"16, 36, 21, 17, 0, 23, 0, 33, 4, 30, 17, 24, 29, 1, 0, 35, 0, 5, 0, 0, 33, 33, 38, 0, 5","0, 0, 41, 0, 7, 41, 17, 41, 0, 0, 0, 41, 41, 41, 2, 0, 21, 0, 14, 40, 0, 0, 0, 7, 0",5,16
42,N_25_PL_0.25_R_0.75_V_2,"16, 36, 21, 17, 0, 23, 0, 33, 4, 30, 17, 24, 29, 1, 0, 35, 0, 5, 0, 0, 33, 33, 38, 0, 5","0, 0, 41, 0, 7, 41, 17, 41, 0, 0, 0, 41, 41, 41, 2, 0, 21, 0, 14, 40, 0, 0, 0, 7, 0",10,15
42,N_25_PL_0.25_R_0.75_V_2,"16, 36, 21, 17, 0, 23, 0, 33, 4, 30, 17, 24, 29, 1, 0, 35, 0, 5, 0, 0, 33, 33, 38, 0, 5","0, 0, 41, 0, 7, 41, 17, 41, 0, 0, 0, 41, 41, 41, 2, 0, 21, 0, 14, 40, 0, 0, 0, 7, 0",20,15
43,N_25_PL_0.25_R_0.75_V_3,"0, 0, 0, 38, 2, 0, 28, 25, 20, 0, 37, 7, 36, 7, 0, 6, 34, 37, 2, 11, 40, 41, 5, 28, 15","30, 25, 15, 0, 0, 2, 0, 0, 41, 20, 0, 0, 41, 0, 24, 0, 0, 0, 0, 0, 41, 38, 41, 0, 41",1,15
43,N_25_PL_0.25_R_0.75_V_3,"0, 0, 0, 38, 2, 0, 28, 25, 20, 0, 37, 7, 36, 7, 0, 6, 34, 37, 2, 11, 40, 41, 5, 28, 15","30, 25, 15, 0, 0, 2, 0, 0, 41, 20, 0, 0, 41, 0, 24, 0, 0, 0, 0, 0, 41, 38, 41, 0, 41",5,14
43,N_25_PL_0.25_R_0.75_V_3,"0, 0, 0, 38, 2, 0, 28, 25, 20, 0, 37, 7, 36, 7, 0, 6, 34, 37, 2, 11, 40, 41, 5, 28, 15","30, 25, 15, 0, 0, 2, 0, 0, 41, 20, 0, 0, 41, 0, 24, 0, 0, 0, 0, 0, 41, 38, 41, 0, 41",10,14
43,N_25_PL_0.25_R_0.75_V_3,"0, 0, 0, 38, 2, 0, 28, 25, 20, 0, 37, 7, 36, 7, 0, 6, 34, 37, 2, 11, 40, 41, 5, 28, 15","30, 25, 15, 0, 0, 2, 0, 0, 41, 20, 0, 0, 41, 0, 24, 0, 0, 0, 0, 0, 41, 38, 41, 0, 41",20,11
44,N_25_PL_0.25_R_0.75_V_4,"25, 13, 41, 19, 11, 36, 39, 3, 37, 9, 6, 36, 14, 19, 0, 32, 0, 12, 0, 24, 41, 12, 41, 0, 8","0, 0, 3, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 11, 0, 1, 0, 1, 0, 20, 18, 41",1,13
44,N_25_PL_0.25_R_0.75_V_4,"25, 13, 41, 19, 11, 36, 39, 3, 37, 9, 6, 36, 14, 19, 0, 32, 0, 12, 0, 24, 41, 12, 41, 0, 8","0, 0, 3, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 11, 0, 1, 0, 1, 0, 20, 18, 41",5,12
44,N_25_PL_0.25_R_0.75_V_4,"25, 13, 41, 19, 11, 36, 39, 3, 37, 9, 6, 36, 14, 19, 0, 32, 0, 12, 0, 24, 41, 12, 41, 0, 8","0, 0, 3, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 11, 0, 1, 0, 1, 0, 20, 18, 41",10,12
44,N_25_PL_0.25_R_0.75_V_4,"25, 13, 41, 19, 11, 36, 39, 3, 37, 9, 6, 36, 14, 19, 0, 32, 0, 12, 0, 24, 41, 12, 41, 0, 8","0, 0, 3, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 11, 0, 1, 0, 1, 0, 20, 18, 41",20,12
45,N_25_PL_0.5_R_0.25_V_0,"41, 40, 0, 41, 41, 0, 0, 0, 0, 21, 37, 8, 0, 27, 41, 13, 0, 0, 41, 41, 0, 41, 0, 0, 41","27, 41, 39, 25, 22, 35, 15, 28, 39, 0, 41, 41, 24, 0, 27, 41, 13, 9, 26, 37, 6, 20, 15, 18, 2",1,17
45,N_25_PL_0.5_R_0.25_V_0,"41, 40, 0, 41, 41, 0, 0, 0, 0, 21, 37, 8, 0, 27, 41, 13, 0, 0, 41, 41, 0, 41, 0, 0, 41","27, 41, 39, 25, 22, 35, 15, 28, 39, 0, 41, 41, 24, 0, 27, 41, 13, 9, 26, 37, 6, 20, 15, 18, 2",5,18
45,N_25_PL_0.5_R_0.25_V_0,"41, 40, 0, 41, 41, 0, 0, 0, 0, 21, 37, 8, 0, 27, 41, 13, 0, 0, 41, 41, 0, 41, 0, 0, 41","27, 41, 39, 25, 22, 35, 15, 28, 39, 0, 41, 41, 24, 0, 27, 41, 13, 9, 26, 37, 6, 20, 15, 18, 2",10,19
45,N_25_PL_0.5_R_0.25_V_0,"41, 40, 0, 41, 41, 0, 0, 0, 0, 21, 37, 8, 0, 27, 41, 13, 0, 0, 41, 41, 0, 41, 0, 0, 41","27, 41, 39, 25, 22, 35, 15, 28, 39, 0, 41, 41, 24, 0, 27, 41, 13, 9, 26, 37, 6, 20, 15, 18, 2",20,20
46,N_25_PL_0.5_R_0.25_V_1,"0, 41, 28, 41, 41, 22, 41, 38, 0, 0, 0, 32, 41, 33, 41, 0, 34, 0, 0, 0, 0, 0, 41, 41, 41","33, 31, 41, 34, 36, 0, 32, 0, 12, 7, 9, 41, 28, 41, 14, 18, 0, 6, 38, 34, 1, 16, 40, 24, 21",1,21
46,N_25_PL_0.5_R_0.25_V_1,"0, 41, 28, 41, 41, 22, 41, 38, 0, 0, 0, 32, 41, 33, 41, 0, 34, 0, 0, 0, 0, 0, 41, 41, 41","33, 31, 41, 34, 36, 0, 32, 0, 12, 7, 9, 41, 28, 41, 14, 18, 0, 6, 38, 34, 1, 16, 40, 24, 21",5,22
46,N_25_PL_0.5_R_0.25_V_1,"0, 41, 28, 41, 41, 22, 41, 38, 0, 0, 0, 32, 41, 33, 41, 0, 34, 0, 0, 0, 0, 0, 41, 41, 41","33, 31, 41, 34, 36, 0, 32, 0, 12, 7, 9, 41, 28, 41, 14, 18, 0, 6, 38, 34, 1, 16, 40, 24, 21",10,23
46,N_25_PL_0.5_R_0.25_V_1,"0, 41, 28, 41, 41, 22, 41, 38, 0, 0, 0, 32, 41, 33, 41, 0, 34, 0, 0, 0, 0, 0, 41, 41, 41","33, 31, 41, 34, 36, 0, 32, 0, 12, 7, 9, 41, 28, 41, 14, 18, 0, 6, 38, 34, 1, 16, 40, 24, 21",20,24
47,N_25_PL_0.5_R_0.25_V_2,"41, 0, 0, 0, 41, 5, 15, 41, 0, 17, 41, 0, 0, 0, 41, 23, 28, 41, 0, 30, 41, 41, 0, 41, 0","22, 13, 13, 22, 31, 0, 41, 29, 31, 41, 24, 13, 29, 9, 3, 0, 0, 8, 9, 41, 1, 32, 36, 37, 6",1,19
47,N_25_PL_0.5_R_0.25_V_2,"41, 0, 0, 0, 41, 5, 15, 41, 0, 17, 41, 0, 0, 0, 41, 23, 28, 41, 0, 30, 41, 41, 0, 41, 0","22, 13, 13, 22, 31, 0, 41, 29, 31, 41, 24, 13, 29, 9, 3, 0, 0, 8, 9, 41, 1, 32, 36, 37, 6",5,20
47,N_25_PL_0.5_R_0.25_V_2,"41, 0, 0, 0, 41, 5, 15, 41, 0, 17, 41, 0, 0, 0, 41, 23, 28, 41, 0, 30, 41, 41, 0, 41, 0","22, 13, 13, 22, 31, 0, 41, 29, 31, 41, 24, 13, 29, 9, 3, 0, 0, 8, 9, 41, 1, 32, 36, 37, 6",10,19
47,N_25_PL_0.5_R_0.25_V_2,"41, 0, 0, 0, 41, 5, 15, 41, 0, 17, 41, 0, 0, 0, 41, 23, 28, 41, 0, 30, 41, 41, 0, 41, 0","22, 13, 13, 22, 31, 0, 41, 29, 31, 41, 24, 13, 29, 9, 3, 0, 0, 8, 9, 41, 1, 32, 36, 37, 6",20,19
48,N_25_PL_0.5_R_0.25_V_3,"0, 41, 41, 0, 0, 15, 0, 31, 0, 41, 14, 41, 0, 26, 41, 37, 0, 0, 0, 0, 41, 41, 41, 13, 41","16, 19, 37, 18, 27, 0, 29, 41, 19, 14, 41, 17, 23, 0, 30, 0, 18, 36, 30, 30, 33, 39, 15, 41, 33",1,18
48,N_25_PL_0.5_R_0.25_V_3,"0, 41, 41, 0, 0, 15, 0, 31, 0, 41, 14, 41, 0, 26, 41, 37, 0, 0, 0, 0, 41, 41, 41, 13, 41","16, 19, 37, 18, 27, 0, 29, 41, 19, 14, 41, 17, 23, 0, 30, 0, 18, 36, 30, 30, 33, 39, 15, 41, 33",5,18
48,N_25_PL_0.5_R_0.25_V_3,"0, 41, 41, 0, 0, 15, 0, 31, 0, 41, 14, 41, 0, 26, 41, 37, 0, 0, 0, 0, 41, 41, 41, 13, 41","16, 19, 37, 18, 27, 0, 29, 41, 19, 14, 41, 17, 23, 0, 30, 0, 18, 36, 30, 30, 33, 39, 15, 41, 33",10,19
48,N_25_PL_0.5_R_0.25_V_3,"0, 41, 41, 0, 0, 15, 0, 31, 0, 41, 14, 41, 0, 26, 41, 37, 0, 0, 0, 0, 41, 41, 41, 13, 41","16, 19, 37, 18, 27, 0, 29, 41, 19, 14, 41, 17, 23, 0, 30, 0, 18, 36, 30, 30, 33, 39, 15, 41, 33",20,19
49,N_25_PL_0.5_R_0.25_V_4,"0, 34, 0, 0, 41, 29, 41, 0, 41, 41, 41, 0, 0, 24, 24, 0, 1, 0, 41, 38, 0, 41, 41, 41, 0","15, 0, 35, 30, 10, 41, 24, 31, 15, 39, 6, 18, 10, 0, 41, 29, 0, 8, 28, 41, 34, 5, 16, 4, 16",1,20
49,N_25_PL_0.5_R_0.25_V_4,"0, 34, 0, 0, 41, 29, 41, 0, 41, 41, 41, 0, 0, 24, 24, 0, 1, 0, 41, 38, 0, 41, 41, 41, 0","15, 0, 35, 30, 10, 41, 24, 31, 15, 39, 6, 18, 10, 0, 41, 29, 0, 8, 28, 41, 34, 5, 16, 4, 16",5,20
49,N_25_PL_0.5_R_0.25_V_4,"0, 34, 0, 0, 41, 29, 41, 0, 41, 41, 41, 0, 0, 24, 24, 0, 1, 0, 41, 38, 0, 41, 41, 41, 0","15, 0, 35, 30, 10, 41, 24, 31, 15, 39, 6, 18, 10, 0, 41, 29, 0, 8, 28, 41, 34, 5, 16, 4, 16",10,20
49,N_25_PL_0.5_R_0.25_V_4,"0, 34, 0, 0, 41, 29, 41, 0, 41, 41, 41, 0, 0, 24, 24, 0, 1, 0, 41, 38, 0, 41, 41, 41, 0","15, 0, 35, 30, 10, 41, 24, 31, 15, 39, 6, 18, 10, 0, 41, 29, 0, 8, 28, 41, 34, 5, 16, 4, 16",20,20
50,N_25_PL_0.5_R_0.5_V_0,"12, 12, 36, 41, 0, 0, 41, 26, 41, 35, 0, 0, 15, 0, 0, 41, 38, 27, 23, 5, 30, 3, 0, 0, 41","41, 0, 41, 20, 8, 1, 18, 0, 26, 41, 24, 11, 41, 13, 35, 12, 0, 41, 41, 0, 0, 41, 37, 18, 30",1,20
50,N_25_PL_0.5_R_0.5_V_0,"12, 12, 36, 41, 0, 0, 41, 26, 41, 35, 0, 0, 15, 0, 0, 41, 38, 27, 23, 5, 30, 3, 0, 0, 41","41, 0, 41, 20, 8, 1, 18, 0, 26, 41, 24, 11, 41, 13, 35, 12, 0, 41, 41, 0, 0, 41, 37, 18, 30",5,20
50,N_25_PL_0.5_R_0.5_V_0,"12, 12, 36, 41, 0, 0, 41, 26, 41, 35, 0, 0, 15, 0, 0, 41, 38, 27, 23, 5, 30, 3, 0, 0, 41","41, 0, 41, 20, 8, 1, 18, 0, 26, 41, 24, 11, 41, 13, 35, 12, 0, 41, 41, 0, 0, 41, 37, 18, 30",10,20
50,N_25_PL_0.5_R_0.5_V_0,"12, 12, 36, 41, 0, 0, 41, 26, 41, 35, 0, 0, 15, 0, 0, 41, 38, 27, 23, 5, 30, 3, 0, 0, 41","41, 0, 41, 20, 8, 1, 18, 0, 26, 41, 24, 11, 41, 13, 35, 12, 0, 41, 41, 0, 0, 41, 37, 18, 30",20,19
51,N_25_PL_0.5_R_0.5_V_1,"0, 10, 40, 41, 0, 0, 34, 41, 0, 41, 15, 0, 13, 0, 40, 18, 6, 41, 5, 0, 0, 19, 29, 0, 37","39, 41, 41, 10, 35, 7, 0, 28, 19, 40, 41, 13, 41, 37, 41, 41, 41, 38, 41, 5, 40, 0, 0, 2, 0",1,21
51,N_25_PL_0.5_R_0.5_V_1,"0, 10, 40, 41, 0, 0, 34, 41, 0, 41, 15, 0, 13, 0, 40, 18, 6, 41, 5, 0, 0, 19, 29, 0, 37","39, 41, 41, 10, 35, 7, 0, 28, 19, 40, 41, 13, 41, 37, 41, 41, 41, 38, 41, 5, 40, 0, 0, 2, 0",5,21
51,N_25_PL_0.5_R_0.5_V_1,"0, 10, 40, 41, 0, 0, 34, 41, 0, 41, 15, 0, 13, 0, 40, 18, 6, 41, 5, 0, 0, 19, 29, 0, 37","39, 41, 41, 10, 35, 7, 0, 28, 19, 40, 41, 13, 41, 37, 41, 41, 41, 38, 41, 5, 40, 0, 0, 2, 0",10,21
51,N_25_PL_0.5_R_0.5_V_1,"0, 10, 40, 41, 0, 0, 34, 41, 0, 41, 15, 0, 13, 0, 40, 18, 6, 41, 5, 0, 0, 19, 29, 0, 37","39, 41, 41, 10, 35, 7, 0, 28, 19, 40, 41, 13, 41, 37, 41, 41, 41, 38, 41, 5, 40, 0, 0, 2, 0",20,20
52,N_25_PL_0.5_R_0.5_V_2,"41, 0, 41, 31, 33, 33, 0, 41, 17, 16, 0, 41, 0, 4, 6, 5, 15, 41, 0, 12, 2, 0, 10, 41, 41","22, 16, 23, 41, 41, 0, 3, 17, 0, 0, 35, 27, 13, 0, 0, 41, 0, 15, 14, 0, 41, 13, 41, 28, 1",1,19
52,N_25_PL_0.5_R_0.5_V_2,"41, 0, 41, 31, 33, 33, 0, 41, 17, 16, 0, 41, 0, 4, 6, 5, 15, 41, 0, 12, 2, 0, 10, 41, 41","22, 16, 23, 41, 41, 0, 3, 17, 0, 0, 35, 27, 13, 0, 0, 41, 0, 15, 14, 0, 41, 13, 41, 28, 1",5,17
52,N_25_PL_0.5_R_0.5_V_2,"41, 0, 41, 31, 33, 33, 0, 41, 17, 16, 0, 41, 0, 4, 6, 5, 15, 41, 0, 12, 2, 0, 10, 41, 41","22, 16, 23, 41, 41, 0, 3, 17, 0, 0, 35, 27, 13, 0, 0, 41, 0, 15, 14, 0, 41, 13, 41, 28, 1",10,17
52,N_25_PL_0.5_R_0.5_V_2,"41, 0, 41, 31, 33, 33, 0, 41, 17, 16, 0, 41, 0, 4, 6, 5, 15, 41, 0, 12, 2, 0, 10, 41, 41","22, 16, 23, 41, 41, 0, 3, 17, 0, 0, 35, 27, 13, 0, 0, 41, 0, 15, 14, 0, 41, 13, 41, 28, 1",20,16
53,N_25_PL_0.5_R_0.5_V_3,"41, 19, 20, 5, 2, 27, 0, 21, 41, 28, 0, 41, 11, 41, 14, 28, 0, 34, 41, 0, 41, 0, 41, 41, 8","27, 0, 41, 41, 41, 0, 14, 0, 28, 41, 8, 14, 0, 31, 0, 0, 39, 0, 38, 9, 24, 20, 10, 11, 0",1,19
53,N_25_PL_0.5_R_0.5_V_3,"41, 19, 20, 5, 2, 27, 0, 21, 41, 28, 0, 41, 11, 41, 14, 28, 0, 34, 41, 0, 41, 0, 41, 41, 8","27, 0, 41, 41, 41, 0, 14, 0, 28, 41, 8, 14, 0, 31, 0, 0, 39, 0, 38, 9, 24, 20, 10, 11, 0",5,19
53,N_25_PL_0.5_R_0.5_V_3,"41, 19, 20, 5, 2, 27, 0, 21, 41, 28, 0, 41, 11, 41, 14, 28, 0, 34, 41, 0, 41, 0, 41, 41, 8","27, 0, 41, 41, 41, 0, 14, 0, 28, 41, 8, 14, 0, 31, 0, 0, 39, 0, 38, 9, 24, 20, 10, 11, 0",10,19
53,N_25_PL_0.5_R_0.5_V_3,"41, 19, 20, 5, 2, 27, 0, 21, 41, 28, 0, 41, 11, 41, 14, 28, 0, 34, 41, 0, 41, 0, 41, 41, 8","27, 0, 41, 41, 41, 0, 14, 0, 28, 41, 8, 14, 0, 31, 0, 0, 39, 0, 38, 9, 24, 20, 10, 11, 0",20,20
54,N_25_PL_0.5_R_0.5_V_4,"18, 27, 41, 6, 13, 41, 40, 0, 25, 41, 41, 0, 32, 17, 41, 41, 24, 41, 15, 0, 5, 0, 41, 0, 9","0, 41, 24, 41, 0, 35, 0, 22, 0, 31, 33, 13, 0, 0, 17, 9, 41, 5, 0, 27, 41, 23, 35, 19, 0",1,18
54,N_25_PL_0.5_R_0.5_V_4,"18, 27, 41, 6, 13, 41, 40, 0, 25, 41, 41, 0, 32, 17, 41, 41, 24, 41, 15, 0, 5, 0, 41, 0, 9","0, 41, 24, 41, 0, 35, 0, 22, 0, 31, 33, 13, 0, 0, 17, 9, 41, 5, 0, 27, 41, 23, 35, 19, 0",5,19
54,N_25_PL_0.5_R_0.5_V_4,"18, 27, 41, 6, 13, 41, 40, 0, 25, 41, 41, 0, 32, 17, 41, 41, 24, 41, 15, 0, 5, 0, 41, 0, 9","0, 41, 24, 41, 0, 35, 0, 22, 0, 31, 33, 13, 0, 0, 17, 9, 41, 5, 0, 27, 41, 23, 35, 19, 0",10,19
