,name,raw_org,raw_dest,p,best_h
140,N_25_PL_0.25_R_0.5_V_10,"41, 27, 0, 15, 0, 9, 0, 14, 0, 34, 13, 0, 41, 33, 19, 11, 0, 41, 0, 21, 26, 0, 36, 0, 41","17, 0, 12, 0, 37, 0, 22, 0, 8, 0, 0, 16, 16, 0, 0, 0, 5, 4, 26, 41, 41, 17, 0, 1, 28",1,0
141,N_25_PL_0.25_R_0.5_V_10,"41, 27, 0, 15, 0, 9, 0, 14, 0, 34, 13, 0, 41, 33, 19, 11, 0, 41, 0, 21, 26, 0, 36, 0, 41","17, 0, 12, 0, 37, 0, 22, 0, 8, 0, 0, 16, 16, 0, 0, 0, 5, 4, 26, 41, 41, 17, 0, 1, 28",5,0
142,N_25_PL_0.25_R_0.5_V_10,"41, 27, 0, 15, 0, 9, 0, 14, 0, 34, 13, 0, 41, 33, 19, 11, 0, 41, 0, 21, 26, 0, 36, 0, 41","17, 0, 12, 0, 37, 0, 22, 0, 8, 0, 0, 16, 16, 0, 0, 0, 5, 4, 26, 41, 41, 17, 0, 1, 28",10,0
143,N_25_PL_0.25_R_0.5_V_10,"41, 27, 0, 15, 0, 9, 0, 14, 0, 34, 13, 0, 41, 33, 19, 11, 0, 41, 0, 21, 26, 0, 36, 0, 41","17, 0, 12, 0, 37, 0, 22, 0, 8, 0, 0, 16, 16, 0, 0, 0, 5, 4, 26, 41, 41, 17, 0, 1, 28",20,0
144,N_25_PL_0.25_R_0.5_V_11,"15, 37, 0, 24, 0, 0, 18, 0, 20, 0, 15, 0, 0, 18, 0, 40, 35, 41, 41, 18, 7, 25, 41, 0, 41","0, 0, 14, 41, 17, 11, 0, 34, 0, 14, 0, 7, 25, 0, 34, 41, 0, 35, 2, 0, 0, 0, 37, 2, 28",1,0
145,N_25_PL_0.25_R_0.5_V_11,"15, 37, 0, 24, 0, 0, 18, 0, 20, 0, 15, 0, 0, 18, 0, 40, 35, 41, 41, 18, 7, 25, 41, 0, 41","0, 0, 14, 41, 17, 11, 0, 34, 0, 14, 0, 7, 25, 0, 34, 41, 0, 35, 2, 0, 0, 0, 37, 2, 28",5,0
146,N_25_PL_0.25_R_0.5_V_11,"15, 37, 0, 24, 0, 0, 18, 0, 20, 0, 15, 0, 0, 18, 0, 40, 35, 41, 41, 18, 7, 25, 41, 0, 41","0, 0, 14, 41, 17, 11, 0, 34, 0, 14, 0, 7, 25, 0, 34, 41, 0, 35, 2, 0, 0, 0, 37, 2, 28",10,0
147,N_25_PL_0.25_R_0.5_V_11,"15, 37, 0, 24, 0, 0, 18, 0, 20, 0, 15, 0, 0, 18, 0, 40, 35, 41, 41, 18, 7, 25, 41, 0, 41","0, 0, 14, 41, 17, 11, 0, 34, 0, 14, 0, 7, 25, 0, 34, 41, 0, 35, 2, 0, 0, 0, 37, 2, 28",20,0
148,N_25_PL_0.25_R_0.5_V_12,"23, 41, 0, 8, 31, 0, 9, 40, 0, 0, 30, 30, 10, 41, 0, 0, 0, 41, 6, 0, 40, 0, 14, 41, 6","0, 24, 31, 0, 0, 26, 41, 0, 38, 3, 0, 0, 0, 10, 18, 33, 5, 32, 0, 38, 0, 18, 0, 12, 41",1,0
149,N_25_PL_0.25_R_0.5_V_12,"23, 41, 0, 8, 31, 0, 9, 40, 0, 0, 30, 30, 10, 41, 0, 0, 0, 41, 6, 0, 40, 0, 14, 41, 6","0, 24, 31, 0, 0, 26, 41, 0, 38, 3, 0, 0, 0, 10, 18, 33, 5, 32, 0, 38, 0, 18, 0, 12, 41",5,0
150,N_25_PL_0.25_R_0.5_V_12,"23, 41, 0, 8, 31, 0, 9, 40, 0, 0, 30, 30, 10, 41, 0, 0, 0, 41, 6, 0, 40, 0, 14, 41, 6","0, 24, 31, 0, 0, 26, 41, 0, 38, 3, 0, 0, 0, 10, 18, 33, 5, 32, 0, 38, 0, 18, 0, 12, 41",10,0
151,N_25_PL_0.25_R_0.5_V_12,"23, 41, 0, 8, 31, 0, 9, 40, 0, 0, 30, 30, 10, 41, 0, 0, 0, 41, 6, 0, 40, 0, 14, 41, 6","0, 24, 31, 0, 0, 26, 41, 0, 38, 3, 0, 0, 0, 10, 18, 33, 5, 32, 0, 38, 0, 18, 0, 12, 41",20,0
152,N_25_PL_0.25_R_0.5_V_13,"0, 2, 41, 0, 0, 39, 0, 16, 0, 7, 39, 41, 41, 41, 21, 1, 4, 34, 31, 0, 34, 14, 41, 0, 0","12, 0, 40, 22, 6, 0, 27, 0, 11, 0, 0, 32, 9, 37, 0, 41, 0, 0, 0, 32, 0, 0, 24, 8, 16",1,0
153,N_25_PL_0.25_R_0.5_V_13,"0, 2, 41, 0, 0, 39, 0, 16, 0, 7, 39, 41, 41, 41, 21, 1, 4, 34, 31, 0, 34, 14, 41, 0, 0","12, 0, 40, 22, 6, 0, 27, 0, 11, 0, 0, 32, 9, 37, 0, 41, 0, 0, 0, 32, 0, 0, 24, 8, 16",5,0
154,N_25_PL_0.25_R_0.5_V_13,"0, 2, 41, 0, 0, 39, 0, 16, 0, 7, 39, 41, 41, 41, 21, 1, 4, 34, 31, 0, 34, 14, 41, 0, 0","12, 0, 40, 22, 6, 0, 27, 0, 11, 0, 0, 32, 9, 37, 0, 41, 0, 0, 0, 32, 0, 0, 24, 8, 16",10,0
155,N_25_PL_0.25_R_0.5_V_13,"0, 2, 41, 0, 0, 39, 0, 16, 0, 7, 39, 41, 41, 41, 21, 1, 4, 34, 31, 0, 34, 14, 41, 0, 0","12, 0, 40, 22, 6, 0, 27, 0, 11, 0, 0, 32, 9, 37, 0, 41, 0, 0, 0, 32, 0, 0, 24, 8, 16",20,0
156,N_25_PL_0.25_R_0.5_V_14,"32, 0, 0, 12, 0, 19, 0, 24, 0, 12, 0, 0, 35, 0, 41, 40, 28, 0, 40, 35, 0, 26, 16, 41, 0","41, 6, 14, 0, 38, 0, 35, 41, 27, 0, 14, 28, 0, 40, 34, 0, 0, 40, 0, 41, 10, 0, 41, 17, 4",1,0
157,N_25_PL_0.25_R_0.5_V_14,"32, 0, 0, 12, 0, 19, 0, 24, 0, 12, 0, 0, 35, 0, 41, 40, 28, 0, 40, 35, 0, 26, 16, 41, 0","41, 6, 14, 0, 38, 0, 35, 41, 27, 0, 14, 28, 0, 40, 34, 0, 0, 40, 0, 41, 10, 0, 41, 17, 4",5,0
158,N_25_PL_0.25_R_0.5_V_14,"32, 0, 0, 12, 0, 19, 0, 24, 0, 12, 0, 0, 35, 0, 41, 40, 28, 0, 40, 35, 0, 26, 16, 41, 0","41, 6, 14, 0, 38, 0, 35, 41, 27, 0, 14, 28, 0, 40, 34, 0, 0, 40, 0, 41, 10, 0, 41, 17, 4",10,0
159,N_25_PL_0.25_R_0.5_V_14,"32, 0, 0, 12, 0, 19, 0, 24, 0, 12, 0, 0, 35, 0, 41, 40, 28, 0, 40, 35, 0, 26, 16, 41, 0","41, 6, 14, 0, 38, 0, 35, 41, 27, 0, 14, 28, 0, 40, 34, 0, 0, 40, 0, 41, 10, 0, 41, 17, 4",20,0
160,N_25_PL_0.25_R_0.75_V_10,"3, 11, 16, 22, 39, 40, 0, 0, 20, 3, 21, 29, 39, 0, 25, 11, 0, 0, 26, 41, 0, 15, 10, 33, 15","0, 0, 0, 0, 0, 0, 39, 12, 41, 0, 0, 0, 41, 17, 0, 0, 4, 7, 41, 16, 9, 0, 0, 41, 41",1,0
161,N_25_PL_0.25_R_0.75_V_10,"3, 11, 16, 22, 39, 40, 0, 0, 20, 3, 21, 29, 39, 0, 25, 11, 0, 0, 26, 41, 0, 15, 10, 33, 15","0, 0, 0, 0, 0, 0, 39, 12, 41, 0, 0, 0, 41, 17, 0, 0, 4, 7, 41, 16, 9, 0, 0, 41, 41",5,0
162,N_25_PL_0.25_R_0.75_V_10,"3, 11, 16, 22, 39, 40, 0, 0, 20, 3, 21, 29, 39, 0, 25, 11, 0, 0, 26, 41, 0, 15, 10, 33, 15","0, 0, 0, 0, 0, 0, 39, 12, 41, 0, 0, 0, 41, 17, 0, 0, 4, 7, 41, 16, 9, 0, 0, 41, 41",10,0
163,N_25_PL_0.25_R_0.75_V_10,"3, 11, 16, 22, 39, 40, 0, 0, 20, 3, 21, 29, 39, 0, 25, 11, 0, 0, 26, 41, 0, 15, 10, 33, 15","0, 0, 0, 0, 0, 0, 39, 12, 41, 0, 0, 0, 41, 17, 0, 0, 4, 7, 41, 16, 9, 0, 0, 41, 41",20,0
164,N_25_PL_0.25_R_0.75_V_11,"0, 18, 38, 5, 1, 27, 40, 0, 17, 0, 26, 1, 29, 23, 0, 0, 36, 0, 1, 22, 33, 41, 21, 12, 10","12, 0, 0, 0, 0, 0, 41, 38, 0, 35, 41, 41, 0, 41, 15, 18, 0, 17, 0, 0, 41, 17, 0, 0, 0",1,0
165,N_25_PL_0.25_R_0.75_V_11,"0, 18, 38, 5, 1, 27, 40, 0, 17, 0, 26, 1, 29, 23, 0, 0, 36, 0, 1, 22, 33, 41, 21, 12, 10","12, 0, 0, 0, 0, 0, 41, 38, 0, 35, 41, 41, 0, 41, 15, 18, 0, 17, 0, 0, 41, 17, 0, 0, 0",5,0
166,N_25_PL_0.25_R_0.75_V_11,"0, 18, 38, 5, 1, 27, 40, 0, 17, 0, 26, 1, 29, 23, 0, 0, 36, 0, 1, 22, 33, 41, 21, 12, 10","12, 0, 0, 0, 0, 0, 41, 38, 0, 35, 41, 41, 0, 41, 15, 18, 0, 17, 0, 0, 41, 17, 0, 0, 0",10,0
167,N_25_PL_0.25_R_0.75_V_11,"0, 18, 38, 5, 1, 27, 40, 0, 17, 0, 26, 1, 29, 23, 0, 0, 36, 0, 1, 22, 33, 41, 21, 12, 10","12, 0, 0, 0, 0, 0, 41, 38, 0, 35, 41, 41, 0, 41, 15, 18, 0, 17, 0, 0, 41, 17, 0, 0, 0",20,0
168,N_25_PL_0.25_R_0.75_V_12,"21, 0, 0, 0, 0, 22, 25, 41, 37, 41, 11, 23, 26, 11, 35, 7, 36, 20, 2, 26, 23, 0, 7, 4, 30","0, 12, 26, 2, 28, 0, 0, 32, 0, 19, 0, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 15, 0, 41, 0",1,0
169,N_25_PL_0.25_R_0.75_V_12,"21, 0, 0, 0, 0, 22, 25, 41, 37, 41, 11, 23, 26, 11, 35, 7, 36, 20, 2, 26, 23, 0, 7, 4, 30","0, 12, 26, 2, 28, 0, 0, 32, 0, 19, 0, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 15, 0, 41, 0",5,0
170,N_25_PL_0.25_R_0.75_V_12,"21, 0, 0, 0, 0, 22, 25, 41, 37, 41, 11, 23, 26, 11, 35, 7, 36, 20, 2, 26, 23, 0, 7, 4, 30","0, 12, 26, 2, 28, 0, 0, 32, 0, 19, 0, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 15, 0, 41, 0",10,0
171,N_25_PL_0.25_R_0.75_V_12,"21, 0, 0, 0, 0, 22, 25, 41, 37, 41, 11, 23, 26, 11, 35, 7, 36, 20, 2, 26, 23, 0, 7, 4, 30","0, 12, 26, 2, 28, 0, 0, 32, 0, 19, 0, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 15, 0, 41, 0",20,0
172,N_25_PL_0.25_R_0.75_V_13,"23, 34, 0, 0, 0, 15, 30, 40, 24, 37, 36, 28, 27, 20, 7, 31, 41, 23, 0, 29, 12, 0, 35, 29, 41","41, 41, 9, 39, 5, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 30, 0, 21, 41, 0, 17, 0, 0, 2",1,0
173,N_25_PL_0.25_R_0.75_V_13,"23, 34, 0, 0, 0, 15, 30, 40, 24, 37, 36, 28, 27, 20, 7, 31, 41, 23, 0, 29, 12, 0, 35, 29, 41","41, 41, 9, 39, 5, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 30, 0, 21, 41, 0, 17, 0, 0, 2",5,0
174,N_25_PL_0.25_R_0.75_V_13,"23, 34, 0, 0, 0, 15, 30, 40, 24, 37, 36, 28, 27, 20, 7, 31, 41, 23, 0, 29, 12, 0, 35, 29, 41","41, 41, 9, 39, 5, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 30, 0, 21, 41, 0, 17, 0, 0, 2",10,0
175,N_25_PL_0.25_R_0.75_V_13,"23, 34, 0, 0, 0, 15, 30, 40, 24, 37, 36, 28, 27, 20, 7, 31, 41, 23, 0, 29, 12, 0, 35, 29, 41","41, 41, 9, 39, 5, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 30, 0, 21, 41, 0, 17, 0, 0, 2",20,0
176,N_25_PL_0.25_R_0.75_V_14,"28, 7, 41, 20, 27, 0, 1, 19, 1, 2, 0, 38, 11, 41, 33, 10, 38, 35, 24, 36, 0, 37, 0, 0, 17","0, 0, 35, 0, 0, 13, 0, 41, 0, 0, 8, 0, 0, 2, 41, 41, 0, 0, 41, 0, 28, 0, 33, 2, 0",1,0
177,N_25_PL_0.25_R_0.75_V_14,"28, 7, 41, 20, 27, 0, 1, 19, 1, 2, 0, 38, 11, 41, 33, 10, 38, 35, 24, 36, 0, 37, 0, 0, 17","0, 0, 35, 0, 0, 13, 0, 41, 0, 0, 8, 0, 0, 2, 41, 41, 0, 0, 41, 0, 28, 0, 33, 2, 0",5,0
178,N_25_PL_0.25_R_0.75_V_14,"28, 7, 41, 20, 27, 0, 1, 19, 1, 2, 0, 38, 11, 41, 33, 10, 38, 35, 24, 36, 0, 37, 0, 0, 17","0, 0, 35, 0, 0, 13, 0, 41, 0, 0, 8, 0, 0, 2, 41, 41, 0, 0, 41, 0, 28, 0, 33, 2, 0",10,0
179,N_25_PL_0.25_R_0.75_V_14,"28, 7, 41, 20, 27, 0, 1, 19, 1, 2, 0, 38, 11, 41, 33, 10, 38, 35, 24, 36, 0, 37, 0, 0, 17","0, 0, 35, 0, 0, 13, 0, 41, 0, 0, 8, 0, 0, 2, 41, 41, 0, 0, 41, 0, 28, 0, 33, 2, 0",20,0
180,N_25_PL_0.5_R_0.25_V_10,"41, 0, 41, 28, 0, 12, 41, 0, 0, 41, 27, 41, 0, 1, 10, 35, 0, 41, 41, 0, 0, 41, 41, 0, 0","28, 12, 30, 0, 7, 41, 22, 25, 14, 8, 41, 18, 30, 0, 41, 0, 1, 30, 8, 2, 36, 32, 37, 37, 35",1,0
181,N_25_PL_0.5_R_0.25_V_10,"41, 0, 41, 28, 0, 12, 41, 0, 0, 41, 27, 41, 0, 1, 10, 35, 0, 41, 41, 0, 0, 41, 41, 0, 0","28, 12, 30, 0, 7, 41, 22, 25, 14, 8, 41, 18, 30, 0, 41, 0, 1, 30, 8, 2, 36, 32, 37, 37, 35",5,0
182,N_25_PL_0.5_R_0.25_V_10,"41, 0, 41, 28, 0, 12, 41, 0, 0, 41, 27, 41, 0, 1, 10, 35, 0, 41, 41, 0, 0, 41, 41, 0, 0","28, 12, 30, 0, 7, 41, 22, 25, 14, 8, 41, 18, 30, 0, 41, 0, 1, 30, 8, 2, 36, 32, 37, 37, 35",10,0
183,N_25_PL_0.5_R_0.25_V_10,"41, 0, 41, 28, 0, 12, 41, 0, 0, 41, 27, 41, 0, 1, 10, 35, 0, 41, 41, 0, 0, 41, 41, 0, 0","28, 12, 30, 0, 7, 41, 22, 25, 14, 8, 41, 18, 30, 0, 41, 0, 1, 30, 8, 2, 36, 32, 37, 37, 35",20,0
184,N_25_PL_0.5_R_0.25_V_11,"41, 40, 0, 0, 41, 18, 0, 41, 41, 41, 11, 41, 19, 0, 0, 41, 0, 41, 3, 5, 0, 41, 41, 0, 0","34, 0, 18, 17, 3, 41, 22, 34, 8, 2, 0, 21, 41, 38, 4, 24, 19, 38, 0, 0, 4, 15, 2, 34, 4",1,0
185,N_25_PL_0.5_R_0.25_V_11,"41, 40, 0, 0, 41, 18, 0, 41, 41, 41, 11, 41, 19, 0, 0, 41, 0, 41, 3, 5, 0, 41, 41, 0, 0","34, 0, 18, 17, 3, 41, 22, 34, 8, 2, 0, 21, 41, 38, 4, 24, 19, 38, 0, 0, 4, 15, 2, 34, 4",5,0
186,N_25_PL_0.5_R_0.25_V_11,"41, 40, 0, 0, 41, 18, 0, 41, 41, 41, 11, 41, 19, 0, 0, 41, 0, 41, 3, 5, 0, 41, 41, 0, 0","34, 0, 18, 17, 3, 41, 22, 34, 8, 2, 0, 21, 41, 38, 4, 24, 19, 38, 0, 0, 4, 15, 2, 34, 4",10,0
187,N_25_PL_0.5_R_0.25_V_11,"41, 40, 0, 0, 41, 18, 0, 41, 41, 41, 11, 41, 19, 0, 0, 41, 0, 41, 3, 5, 0, 41, 41, 0, 0","34, 0, 18, 17, 3, 41, 22, 34, 8, 2, 0, 21, 41, 38, 4, 24, 19, 38, 0, 0, 4, 15, 2, 34, 4",20,0
188,N_25_PL_0.5_R_0.25_V_12,"10, 0, 0, 41, 41, 0, 41, 28, 41, 41, 0, 0, 41, 41, 0, 25, 41, 0, 0, 0, 41, 5, 22, 41, 29","41, 25, 30, 33, 33, 25, 32, 0, 15, 24, 24, 35, 33, 17, 16, 0, 7, 8, 33, 19, 13, 0, 41, 36, 0",1,0
189,N_25_PL_0.5_R_0.25_V_12,"10, 0, 0, 41, 41, 0, 41, 28, 41, 41, 0, 0, 41, 41, 0, 25, 41, 0, 0, 0, 41, 5, 22, 41, 29","41, 25, 30, 33, 33, 25, 32, 0, 15, 24, 24, 35, 33, 17, 16, 0, 7, 8, 33, 19, 13, 0, 41, 36, 0",5,0
190,N_25_PL_0.5_R_0.25_V_12,"10, 0, 0, 41, 41, 0, 41, 28, 41, 41, 0, 0, 41, 41, 0, 25, 41, 0, 0, 0, 41, 5, 22, 41, 29","41, 25, 30, 33, 33, 25, 32, 0, 15, 24, 24, 35, 33, 17, 16, 0, 7, 8, 33, 19, 13, 0, 41, 36, 0",10,0
191,N_25_PL_0.5_R_0.25_V_12,"10, 0, 0, 41, 41, 0, 41, 28, 41, 41, 0, 0, 41, 41, 0, 25, 41, 0, 0, 0, 41, 5, 22, 41, 29","41, 25, 30, 33, 33, 25, 32, 0, 15, 24, 24, 35, 33, 17, 16, 0, 7, 8, 33, 19, 13, 0, 41, 36, 0",20,0
192,N_25_PL_0.5_R_0.25_V_13,"0, 3, 33, 0, 41, 41, 0, 0, 16, 0, 41, 3, 41, 36, 0, 41, 0, 0, 0, 41, 0, 0, 0, 41, 35","21, 41, 41, 13, 18, 24, 34, 8, 0, 2, 33, 41, 17, 41, 1, 2, 13, 17, 1, 18, 17, 26, 6, 37, 41",1,0
193,N_25_PL_0.5_R_0.25_V_13,"0, 3, 33, 0, 41, 41, 0, 0, 16, 0, 41, 3, 41, 36, 0, 41, 0, 0, 0, 41, 0, 0, 0, 41, 35","21, 41, 41, 13, 18, 24, 34, 8, 0, 2, 33, 41, 17, 41, 1, 2, 13, 17, 1, 18, 17, 26, 6, 37, 41",5,0
194,N_25_PL_0.5_R_0.25_V_13,"0, 3, 33, 0, 41, 41, 0, 0, 16, 0, 41, 3, 41, 36, 0, 41, 0, 0, 0, 41, 0, 0, 0, 41, 35","21, 41, 41, 13, 18, 24, 34, 8, 0, 2, 33, 41, 17, 41, 1, 2, 13, 17, 1, 18, 17, 26, 6, 37, 41",10,0
195,N_25_PL_0.5_R_0.25_V_13,"0, 3, 33, 0, 41, 41, 0, 0, 16, 0, 41, 3, 41, 36, 0, 41, 0, 0, 0, 41, 0, 0, 0, 41, 35","21, 41, 41, 13, 18, 24, 34, 8, 0, 2, 33, 41, 17, 41, 1, 2, 13, 17, 1, 18, 17, 26, 6, 37, 41",20,0
196,N_25_PL_0.5_R_0.25_V_14,"41, 15, 0, 41, 23, 0, 41, 13, 0, 13, 0, 0, 0, 41, 41, 41, 0, 6, 5, 41, 0, 41, 41, 0, 41","27, 0, 12, 19, 0, 10, 7, 0, 35, 0, 17, 19, 32, 15, 26, 1, 37, 41, 41, 1, 6, 13, 3, 29, 25",1,0
197,N_25_PL_0.5_R_0.25_V_14,"41, 15, 0, 41, 23, 0, 41, 13, 0, 13, 0, 0, 0, 41, 41, 41, 0, 6, 5, 41, 0, 41, 41, 0, 41","27, 0, 12, 19, 0, 10, 7, 0, 35, 0, 17, 19, 32, 15, 26, 1, 37, 41, 41, 1, 6, 13, 3, 29, 25",5,0
198,N_25_PL_0.5_R_0.25_V_14,"41, 15, 0, 41, 23, 0, 41, 13, 0, 13, 0, 0, 0, 41, 41, 41, 0, 6, 5, 41, 0, 41, 41, 0, 41","27, 0, 12, 19, 0, 10, 7, 0, 35, 0, 17, 19, 32, 15, 26, 1, 37, 41, 41, 1, 6, 13, 3, 29, 25",10,0
199,N_25_PL_0.5_R_0.25_V_14,"41, 15, 0, 41, 23, 0, 41, 13, 0, 13, 0, 0, 0, 41, 41, 41, 0, 6, 5, 41, 0, 41, 41, 0, 41","27, 0, 12, 19, 0, 10, 7, 0, 35, 0, 17, 19, 32, 15, 26, 1, 37, 41, 41, 1, 6, 13, 3, 29, 25",20,0
200,N_25_PL_0.5_R_0.5_V_10,"21, 38, 0, 0, 6, 41, 0, 18, 41, 0, 29, 41, 0, 3, 37, 15, 0, 4, 0, 35, 41, 0, 21, 2, 0","41, 0, 38, 36, 41, 35, 21, 41, 36, 12, 0, 5, 3, 41, 41, 0, 8, 41, 7, 41, 4, 23, 0, 41, 38",1,0
201,N_25_PL_0.5_R_0.5_V_10,"21, 38, 0, 0, 6, 41, 0, 18, 41, 0, 29, 41, 0, 3, 37, 15, 0, 4, 0, 35, 41, 0, 21, 2, 0","41, 0, 38, 36, 41, 35, 21, 41, 36, 12, 0, 5, 3, 41, 41, 0, 8, 41, 7, 41, 4, 23, 0, 41, 38",5,0
202,N_25_PL_0.5_R_0.5_V_10,"21, 38, 0, 0, 6, 41, 0, 18, 41, 0, 29, 41, 0, 3, 37, 15, 0, 4, 0, 35, 41, 0, 21, 2, 0","41, 0, 38, 36, 41, 35, 21, 41, 36, 12, 0, 5, 3, 41, 41, 0, 8, 41, 7, 41, 4, 23, 0, 41, 38",10,0
203,N_25_PL_0.5_R_0.5_V_10,"21, 38, 0, 0, 6, 41, 0, 18, 41, 0, 29, 41, 0, 3, 37, 15, 0, 4, 0, 35, 41, 0, 21, 2, 0","41, 0, 38, 36, 41, 35, 21, 41, 36, 12, 0, 5, 3, 41, 41, 0, 8, 41, 7, 41, 4, 23, 0, 41, 38",20,0
204,N_25_PL_0.5_R_0.5_V_11,"7, 41, 7, 41, 41, 27, 41, 11, 0, 32, 41, 4, 41, 33, 18, 41, 0, 0, 0, 41, 15, 27, 14, 41, 33","0, 2, 0, 36, 29, 0, 10, 41, 30, 41, 10, 0, 10, 0, 0, 15, 14, 5, 34, 24, 0, 41, 0, 5, 0",1,0
205,N_25_PL_0.5_R_0.5_V_11,"7, 41, 7, 41, 41, 27, 41, 11, 0, 32, 41, 4, 41, 33, 18, 41, 0, 0, 0, 41, 15, 27, 14, 41, 33","0, 2, 0, 36, 29, 0, 10, 41, 30, 41, 10, 0, 10, 0, 0, 15, 14, 5, 34, 24, 0, 41, 0, 5, 0",5,0
206,N_25_PL_0.5_R_0.5_V_11,"7, 41, 7, 41, 41, 27, 41, 11, 0, 32, 41, 4, 41, 33, 18, 41, 0, 0, 0, 41, 15, 27, 14, 41, 33","0, 2, 0, 36, 29, 0, 10, 41, 30, 41, 10, 0, 10, 0, 0, 15, 14, 5, 34, 24, 0, 41, 0, 5, 0",10,0
207,N_25_PL_0.5_R_0.5_V_11,"7, 41, 7, 41, 41, 27, 41, 11, 0, 32, 41, 4, 41, 33, 18, 41, 0, 0, 0, 41, 15, 27, 14, 41, 33","0, 2, 0, 36, 29, 0, 10, 41, 30, 41, 10, 0, 10, 0, 0, 15, 14, 5, 34, 24, 0, 41, 0, 5, 0",20,0
208,N_25_PL_0.5_R_0.5_V_12,"41, 41, 41, 25, 0, 0, 0, 0, 21, 4, 35, 0, 11, 19, 11, 18, 25, 41, 41, 35, 0, 21, 41, 41, 1","22, 11, 3, 0, 20, 16, 32, 16, 0, 41, 41, 29, 41, 0, 0, 41, 41, 39, 20, 0, 4, 0, 25, 28, 0",1,0
209,N_25_PL_0.5_R_0.5_V_12,"41, 41, 41, 25, 0, 0, 0, 0, 21, 4, 35, 0, 11, 19, 11, 18, 25, 41, 41, 35, 0, 21, 41, 41, 1","22, 11, 3, 0, 20, 16, 32, 16, 0, 41, 41, 29, 41, 0, 0, 41, 41, 39, 20, 0, 4, 0, 25, 28, 0",5,0
210,N_25_PL_0.5_R_0.5_V_12,"41, 41, 41, 25, 0, 0, 0, 0, 21, 4, 35, 0, 11, 19, 11, 18, 25, 41, 41, 35, 0, 21, 41, 41, 1","22, 11, 3, 0, 20, 16, 32, 16, 0, 41, 41, 29, 41, 0, 0, 41, 41, 39, 20, 0, 4, 0, 25, 28, 0",10,0
211,N_25_PL_0.5_R_0.5_V_12,"41, 41, 41, 25, 0, 0, 0, 0, 21, 4, 35, 0, 11, 19, 11, 18, 25, 41, 41, 35, 0, 21, 41, 41, 1","22, 11, 3, 0, 20, 16, 32, 16, 0, 41, 41, 29, 41, 0, 0, 41, 41, 39, 20, 0, 4, 0, 25, 28, 0",20,0
212,N_25_PL_0.5_R_0.5_V_13,"26, 41, 0, 41, 28, 13, 0, 28, 41, 41, 9, 33, 0, 0, 36, 0, 5, 30, 25, 22, 0, 41, 25, 0, 41","0, 15, 13, 39, 0, 41, 14, 41, 8, 9, 41, 41, 21, 33, 0, 2, 0, 41, 41, 0, 26, 1, 0, 9, 38",1,0
213,N_25_PL_0.5_R_0.5_V_13,"26, 41, 0, 41, 28, 13, 0, 28, 41, 41, 9, 33, 0, 0, 36, 0, 5, 30, 25, 22, 0, 41, 25, 0, 41","0, 15, 13, 39, 0, 41, 14, 41, 8, 9, 41, 41, 21, 33, 0, 2, 0, 41, 41, 0, 26, 1, 0, 9, 38",5,0
214,N_25_PL_0.5_R_0.5_V_13,"26, 41, 0, 41, 28, 13, 0, 28, 41, 41, 9, 33, 0, 0, 36, 0, 5, 30, 25, 22, 0, 41, 25, 0, 41","0, 15, 13, 39, 0, 41, 14, 41, 8, 9, 41, 41, 21, 33, 0, 2, 0, 41, 41, 0, 26, 1, 0, 9, 38",10,0
215,N_25_PL_0.5_R_0.5_V_13,"26, 41, 0, 41, 28, 13, 0, 28, 41, 41, 9, 33, 0, 0, 36, 0, 5, 30, 25, 22, 0, 41, 25, 0, 41","0, 15, 13, 39, 0, 41, 14, 41, 8, 9, 41, 41, 21, 33, 0, 2, 0, 41, 41, 0, 26, 1, 0, 9, 38",20,0
216,N_25_PL_0.5_R_0.5_V_14,"0, 0, 2, 41, 20, 11, 41, 20, 0, 41, 0, 30, 12, 23, 35, 0, 0, 41, 8, 41, 41, 22, 16, 0, 31","30, 37, 0, 11, 41, 41, 22, 0, 8, 18, 1, 0, 0, 41, 0, 4, 37, 29, 41, 21, 23, 41, 0, 5, 41",1,0
217,N_25_PL_0.5_R_0.5_V_14,"0, 0, 2, 41, 20, 11, 41, 20, 0, 41, 0, 30, 12, 23, 35, 0, 0, 41, 8, 41, 41, 22, 16, 0, 31","30, 37, 0, 11, 41, 41, 22, 0, 8, 18, 1, 0, 0, 41, 0, 4, 37, 29, 41, 21, 23, 41, 0, 5, 41",5,0
218,N_25_PL_0.5_R_0.5_V_14,"0, 0, 2, 41, 20, 11, 41, 20, 0, 41, 0, 30, 12, 23, 35, 0, 0, 41, 8, 41, 41, 22, 16, 0, 31","30, 37, 0, 11, 41, 41, 22, 0, 8, 18, 1, 0, 0, 41, 0, 4, 37, 29, 41, 21, 23, 41, 0, 5, 41",10,0
